start	end	text
0	13000	They want to show you, I understand everything, I understand English, I understand how to drink wine, I understand how to eat food, it's shit, it's bullshit, you never know, we just tell you the truth, I don't know, that's bad, right?
13000	20000	You are go to China, you don't know how to use chopstick, you can use, you can compare with me?
20000	21000	I can't compare with you.
21000	22000	That's why, yeah.
22000	23000	You are a liar.
23000	25000	You are a liar.
27000	28000	You liar.
29000	31000	The guy is crazy.
31000	34000	They are, he told my friend, it's the BBC.
34000	37000	He said yesterday we got a big problem.
37000	39000	So now it's a place to our research.
43000	47000	Gentlemen, did we love that flowers while we are waiting for the next course?
47000	55000	We have some flower options if you'd like to select your options for the cocktail tables and for dinner tables.
55000	56000	So you have three options for each.
56000	59000	So if you select which one you like the best, we'll order those.
59000	62000	All the girls, all the girls, we all try.
64000	67000	So when you don't understand, don't pretend to understand.
67000	70000	Just like me, I really eat steak like Mr. He.
70000	71000	Right?
71000	73000	Mr. He knows English, right?
74000	77000	人家翻譯走了,我來給他問外國英文好.
77000	79000	他以為天的江澤民辦公室幹活的.
79000	81000	This one, this one, this one, this one.
81000	82000	This one完了.
82000	86000	一會兒就像這餃兒一樣,我站在那餃兒裡,我說咋回事啊?
86000	93000	一個湯,一個更大的湯,一個更大的湯,一樣來了四個湯.
95000	97000	每個人四個湯,你都能喝死,你知道嗎?
97000	99000	那美國的湯,能喝死人,你知道嗎?
99000	102000	然後來牛肉,6盎司,8盎司.
103000	108000	12盎司,哇塞,12盎司這麼大,這麼大啊,12盎司啊.
108000	112000	我說人家為啥廚師出來笑我,是吧?
112000	113000	真的是把我們吃成牛了.
113000	116000	然後他還在那邊真的是詢問這人.
116000	117000	This one, this one.
117000	120000	四個湯,三個牛肉,十四個牛肉.
120000	123000	點了好幾個土豆啊.
123000	125000	你不懂就不懂就完了.
125000	128000	This one, this one, yeah, yeah, yeah.
128000	132000	這個世界上最可悲的就是不懂裝秋冬,最可怕的.
132000	136000	做錯了,我做錯了就很正常,沒有人是永遠正確的.
136000	144000	什麼叫永遠正確的打,和永遠正確的領袖,純扯王八毒子,都是騙子.
144000	148000	沒有任何人是永遠正確的,沒有任何人懂天下的一切.
153000	155000	我不知道他講什麼英文.
156000	158000	他們不懂啊?
159000	161000	你真以為我不知道?
162000	166000	我是李克強知道嗎?開玩笑。
166000	169000	李克強就是人家一耍菜,這什麼菜是吧?
169000	172000	還加什麼了是吧?我說我求求他。
172000	176000	這李克強在餐桌上,簡直是瘋了。
176000	178000	我現在搞酒店的人都沒有他懂。
180000	183000	但是第二個我就在餐桌上講的是禮貌。
